8.500295946978425610e-01 9.585174122250623707e-01 2.616517243014262473e-01
3.222948712092006396e+00 6.168269152158473823e+00 5.822030727050999666e+00
8.507171090980665262e-01 2.391759650813561677e+00 3.326682381101853547e+00
2.294648117528683251e+00 5.984403241168099186e+00 8.023480283908270394e+00
9.919317528498451386e-01 2.865981485456332134e+00 3.086113259523828756e+00
1.615434324040310399e+00 6.470632989669058865e+00 8.083359641892077008e+00
3.510708030557730730e+00 6.741963526360913228e+00 5.543466799815544022e+00
3.045847637863107416e+00 5.951518175889563445e+00 5.021226000529400046e+00
1.814601582406198066e+00 6.061515956703811270e+00 7.300056438416799409e+00
1.266550069999167194e+00 3.412686238924032889e+00 2.768893351749136311e+00
1.673535414092352180e+00 1.207568299360102460e+00 1.509229485801275139e+00
1.014888899844844206e+00 1.303276775484758065e+00 6.350080113197906773e-01
3.202645155205001704e+00 7.911977588352596236e+00 4.737023421323006467e+00
2.899828387657866990e+00 6.162452289621800361e+00 4.664904316328504663e+00
1.118305340583733543e+00 8.696249614339605083e-01 1.256381577623167045e+00
2.117648467001967294e+00 5.362222408255491679e+00 5.748427626755728603e+00
2.250871660198088264e+00 5.542757297462437283e-01 4.995560371217452333e-01
9.824201865785833210e-01 2.907250754534889126e+00 1.160540028505845811e+00
2.962018793155054119e+00 6.675120514111504200e+00 5.188595318746714646e+00
7.836220952289665309e-01 2.936576259730631744e+00 3.124853854710340162e+00
1.375737696578162472e+00 9.517419566209354143e-01 9.032605311108823365e-01
3.170250480917121472e+00 7.033732457715117903e+00 5.695328367358501787e+00
5.388256971340947832e-01 9.535562133691543041e-01 8.052014318370709356e-01
1.268126228338557038e+00 1.895846541405110663e+00 2.913706294825498588e+00
-6.763060894616423901e-02 1.598440788459758455e-01 1.082475376488894581e+00
8.344822154782718382e-01 2.980285994066838917e+00 2.826528731699404773e+00
9.845769979065992494e-01 4.417555064209821580e+00 2.637713921727548705e+00
1.260206750494304417e+00 2.796384296615690879e+00 2.578871135118488755e+00
6.593618024197580585e-01 6.502005919685727164e-01 3.902754706691793363e-01
2.345394825772702863e+00 5.625288589143611517e+00 4.986478887983543551e+00
2.746443598875370817e+00 5.832894853803339608e+00 7.532042705536930782e+00
3.340220136252609162e+00 5.655531741678405666e+00 4.449787193890806236e+00
3.169479851399583215e+00 6.006119581216418979e+00 4.664197507574756152e+00
3.774694841003794821e+00 6.305583331160451444e+00 5.447653856371689862e+00
1.825602616503273490e+00 6.372009196238403561e+00 7.310115379406909142e+00
6.334225433683817741e-01 1.449114052945809306e+00 1.350434991907508486e+00
1.608968258313068445e+00 2.208573384185819055e+00 3.139473012538869234e+00
2.371446476241400703e+00 5.787267767519185035e+00 5.433482157867456586e+00
3.514156935398661030e+00 5.788863774023195852e+00 4.503088460967465068e+00
7.669069809035143903e-01 3.555044468757659892e-01 1.163587980256023169e+00
1.837112040007485181e+00 6.310435326297845648e+00 7.403345212594180325e+00
5.120071047954367627e-01 2.915941943110330392e+00 2.735879326993833516e+00
